text,sentiment,model,topic,cleaned
RT @drStuartGilmour: The second issue that is more pertinent to the low efficacy of two-dose Sinovac is timing. Sinovac was rolled out much…,,cnn-lstm,sinovac,second issue pertinent low efficacy sinovac timing sinovac roll much
"@ShankHu15 @drStuartGilmour That tells you low vaccination coverage in older population is the problem. If you can separate death rate for vaccinated population, say HK vs Korea, you have a better comparison of effectiveness of Sinovac vs. mRNA. Still you need to look at age, how long since last shot etc.",,cnn-lstm,sinovac,tell low vaccination coverage old population problem separate death rate vaccinate population say korea well comparison effectiveness sinovac mrna still need look age long since last shot etc
@DrEricDing @Antonio_Caramia Do you know anything about this article? https://t.co/WzjvldiPOd,,cnn-lstm,sinovac,know anything article
This is a more comprehensive analytics of HK Sinovac vaccine in comparison to the shallow propaganda news. https://t.co/KfEVLsUVSi,,cnn-lstm,sinovac,comprehensive analytics sinovac vaccine comparison shallow propaganda news
"@yl_sustainable @china_takes You can't really use mainland data. Hong Kong, Singapore and other SEA country probably more reliable in assessing sinovac or similar. Singapore already noted it's not as efficient and I think crossed it off their exemption list. Thailand, Malaysia allowing mRNA boosters",,cnn-lstm,sinovac,really use mainland data hong kong singapore sea country probably reliable assess sinovac similar singapore already note efficient think cross exemption list thailand malaysia allow mrna booster
"@azfaraza End mysejahtera I fully agree... Coz it will wipe off those sinovac vaccination receivers who has not got booster shots, wearing a mask is ok, distancing 1mtr should be scrapped, esp in mosque, taking temperature at every entry point even to toilet is a laughing stock!",,cnn-lstm,sinovac,end mysejahtera fully agree coz wipe sinovac vaccination receiver leave booster shot wear mask distance mtr scrap esp mosque take temperature every entry even toilet laugh stock
RT @drStuartGilmour: This is why we see the huge drop in effectiveness for two doses relative to 1 or 3: because the two dose people are se…,,cnn-lstm,sinovac,see huge drop effectiveness dos relative dose people
"RT @DrDOwens: @DavidAshleyDavi @yaneerbaryam More nuanced than that

Lack of trust related to recent political unrest. Politicisation over…",,cnn-lstm,sinovac,nuanced lack trust related recent political unrest politicisation
RT @drStuartGilmour: A recent presentation by Hong Kong University (HKU) professors has been used by the usual China “experts” and journali…,,cnn-lstm,sinovac,recent presentation hong kong university hku professor use usual china expert journali
"@RHaccart We have proof!!! Proof Chinese vaccines don't work. Did you know the booster in Guangdong is not mRNA, it's not inactive like sinovac. It is protien based now. Apparently great for fighting disease, useless at vaccination.",,cnn-lstm,sinovac,proof proof chinese vaccine idle know booster guangdong mrna operational like sinovac protien base apparently great fight disease useless vaccination
"The government is still waiting for the recommendation from government experts before administering Sinovac’s coronavirus disease 2019 (Covid-19) vaccine for children 6 years old and above, a health official said Tuesday. https://t.co/FLGxyQbO4n",,cnn-lstm,sinovac,government still wait recommendation government expert administer sinovacs coronavirus disease covid vaccine child year old health official say tuesday
RT @WSJ: At least 10 of the 26 doctors in Indonesia who died from Covid-19 this month had received both doses of China’s Sinovac vaccine ht…,,cnn-lstm,sinovac,least doctor indonesia die covid month receive dos china sinovac vaccine
"@Gugo907 SinoVAC doesnt work.

China will be in intermittent lockdowns forever until they ask the west for vaccines or they steal patents to produce a working vaccine.",,cnn-lstm,sinovac,sinovac idle china intermittent lockdown forever ask west vaccine steal patent produce work vaccine
"@DHShades People like me? You know nothing about me. I invested huge in Gilead and liked their car t therapy, amazing technology. Btw sinovac is not available where I live so 6. Novavax and medicago is what I'd recommend here, less unknowns IMO.",,cnn-lstm,sinovac,people like know nothing invest huge gilead like car therapy amaze technology btw sinovac unavailable live novavax medicago would recommend less unknown imo
@BernaldoBarrena @Lilly88721385 Let me see what else I can find for you but mixing has been shown to be advantageous. https://t.co/EWxGEQY4X1,,cnn-lstm,sinovac,let see else find mix show advantageous
"Back in Jun 2021, at least 26 doctors in Indonesia died from Covid19 were vaxxed by China's Sinovac. Today, mainland china is still using Sinovac to vaccinate their masses of people. https://t.co/BfTwOWrTyP",,cnn-lstm,sinovac,back jun least doctor indonesia die covid vaxxed china sinovac today mainland china still use sinovac vaccinate mass people
"(2) sub-optimal vaccine effectiveness with #Sinovac in Asia, and possibly to (3) relaxed COVID-19 restrictions amidst the spread of the highly contagious omicron subvariant, BA.2. 2/",,cnn-lstm,sinovac,suboptimal vaccine effectiveness asia possibly relaxed covid restriction amidst spread highly contagious omicron subvariant
@my_sejahtera The government bring in the Sinovac to Malaysia how come some countries dont accept this vaccine that mean these certain countries we are not allow to enter,,cnn-lstm,sinovac,government bring sinovac malaysia come country refuse vaccine mean certain country disallow enter
"@heyheyafra @EricTopol All country has their own rule. Usa also font approved sinovac. So i dont make a big fuss if china doesnt pass biotech yet, besides china already have many choices anyway",,cnn-lstm,sinovac,country rule usa also font approve sinovac unmake big fuss china fail biotech yet besides china already many choice anyway
"@Fritz844 That’s great news for HK Ppl. Can’t use the net in/out flowrate. The plan is to flow in PRCs.

I’ve posited before that the high death rates in unvaxed or SinoVac’d HK elderly ppl is deliberate by CCP to make room for PRCs to move in. CCP don’t want to pay to take care of elderly",,cnn-lstm,sinovac,great news ppl use net inout flowrate plan flow prc posit high death rate unvaxed sinovacd elderly ppl deliberate ccp make room prc move ccp want pay take care elderly
"@JohnLiuNN @nytimes @paulmozur China needs to admit their SinoVac doesn't work.  They need vaccines that actually work before they ever get out of this cycle they're in.  Otherwise, each mutation will bring more deaths.",,cnn-lstm,sinovac,china need admit sinovac idle need vaccine actually work ever get cycle otherwise mutation bring death
"RT @drStuartGilmour: First the risk profile. I obtained data on total vaccines administered by type in Hong Kong, by age. This slide shows…",,cnn-lstm,sinovac,first risk profile obtain data total vaccine administer type hong kong age slide show
"@ChristosArgyrop @DKinMN Petition to replace Sinovac with ""3 snorts Patria""",,cnn-lstm,sinovac,petition replace sinovac snort patria
"@KCL_CGS @HalBrands China is now,and for the foreseeable future, locked into a mortal battle with Omicron as so few of its citizens have immunity from previous Covid infections and Sinovac provides only low protection. Ffs the entire city of Shanghai is locked down with tight perimeter security.",,cnn-lstm,sinovac,china foreseeable future lock mortal battle omicron citizen immunity previous covid infection sinovac provide low protection ffs entire city shanghai lock tight perimeter security
"@CherishPlanet @Sinovac @BioNTech_Group We need to stop using the term ""vaccine"", this is a lipid nano particle encapsulated bioweapon",,cnn-lstm,sinovac,need stop use term vaccine lipid nano particle encapsulate bioweapon
"A #ProChina social media page has falsely claimed @Sinovac, a #MadeInChina #vaccine, has a higher protection rate than @BioNTech_Group!

#CCPvirus #COVID19 https://t.co/kM04pVe8Ys",,cnn-lstm,sinovac,social medium page falsely claimed high protection rate
RT @MonicaGandhi9: Agree @ScottGottliebMD that vaccinating and boosting seniors (&gt;60 seems to be important for boosting) most important mov…,,cnn-lstm,sinovac,agree vaccinate boost senior seem important boost important mov
"Agree @ScottGottliebMD that vaccinating and boosting seniors (&gt;60 seems to be important for boosting) most important move for China/Hong Kong as COVID zero not possible. Per WHO, Sinovac/Sinopharm need 3 doses for all &gt;60. In US, 95% of &gt;65 vax'd per CDC
https://t.co/BocgwMwDk5 https://t.co/yYe77DLcL9",,cnn-lstm,sinovac,agree vaccinate boost senior seem important boost important move chinahong kong covid actual per sinovacsinopharm need dos vax per cdc
"@DavidAshleyDavi @yaneerbaryam More nuanced than that

Lack of trust related to recent political unrest. Politicisation over the choice of vaccines with early approval of Sinovac. Cultural factors + poor buy in from medical establishment and media focus on risk and side effects

Overall no positive strategy",,cnn-lstm,sinovac,nuanced lack trust related recent political unrest politicisation choice vaccine early approval sinovac cultural factor poor buy medical establishment medium focus risk side effect overall neutral strategy
"@IsmailSabri60 PM, what’s the fate of us SINOVAC recipients (not by choice) when denied entry to other Europeans countries? Please facilitate recognitions/acknowledgements by these Countries. Thank you..",,cnn-lstm,sinovac,fate sinovac recipient choice deny entry european country please facilitate recognitionsacknowledgements country thank
why did you @KKMPutrajaya administer Sinovac in the first place??? https://t.co/8efaHOVPuz,,cnn-lstm,sinovac,administer sinovac first place
"Sinovac Booster Offers Older Adults Stronger Protection Against Omicron, Study Finds https://t.co/8ZdhmxpDPS",,cnn-lstm,sinovac,sinovac booster offer old adult strong protection omicron study find
"RT @narendra52: North Korea offered nearly 3MN Sinovac Covid-19 vaccines… says, NO THANKS!

The hermit nation has rejected millions of vacc…",,cnn-lstm,sinovac,north korea offer nearly sinovac covid vaccine say thanks hermit nation reject million vacc
RT @Pottsy58: @KKMPutrajaya @KKMPutrajaya Why make the people take sinovac in the first place and now plan to revoke their fully vaccinated…,,cnn-lstm,sinovac,make people take sinovac first place plan revoke fully vaccinate
"sinovac... almost taken it, but was assigned for AZ",,cnn-lstm,sinovac,sinovac almost take assign
